Order_ID,Supplier_Name,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Cost_of_Goods_Sold,Avg_Inventory_Value,Items_Ordered,Items_Damaged
ORD-106926,IotaImports SA,28-02-2023,07-03-2023,18-03-2023,25945.55,4305.04,487,30
ORD-106927,ThetaTrade GmbH,12-11-2022,19-11-2022,21-11-2022,48788.54,14697.64,51,4
ORD-106928,BetaLogistics Ltd.,11-03-2024,17-03-2024,23-03-2024,79702.89,44046.45,526,35
ORD-106929,EtaDistrib.,02-04-2024,09-04-2024,11-04-2024,241963.89,123464.86,722,26
ORD-106930,KappaKargo BV,11-04-2022,27-04-2022,01-05-2022,170734.99,22600.17,797,53
ORD-106931,GammaGoods Inc.,18-05-2024,21-05-2024,20-05-2024,18416.52,9580.67,680,29
ORD-106932,GammaGoods Inc.,19-03-2022,22-03-2022,05-04-2022,153804.46,79058.46,815,42
ORD-106933,KappaKargo BV,10-11-2023,22-11-2023,02-12-2023,111982.75,56101.16,682,37
ORD-106934,KappaKargo BV,03-03-2023,10-03-2023,23-03-2023,189739.71,96275.13,791,25
ORD-106935,ZetaFreight LLC,26-11-2022,13-12-2022,16-12-2022,221562.37,131057.91,466,18
ORD-106936,EpsilonEx Corp.,14-06-2023,30-06-2023,12-07-2023,20977.24,2676.75,622,34
ORD-106937,GammaGoods Inc.,06-12-2022,22-12-2022,28-12-2022,245083.47,71540.44,657,16
ORD-106938,AlphaSupply Co.,19-05-2024,30-05-2024,31-05-2024,19186.79,11209.28,594,35
ORD-106939,ZetaFreight LLC,24-11-2024,04-12-2024,07-12-2024,184431.47,69407.92,593,17
ORD-106940,BetaLogistics Ltd.,12-06-2024,22-06-2024,03-07-2024,226267.34,99817.51,793,37
ORD-106941,EpsilonEx Corp.,26-04-2023,02-05-2023,13-05-2023,189171.2,53143.41,277,19
ORD-106942,KappaKargo BV,06-07-2023,19-07-2023,29-07-2023,41943.4,8638.23,351,1
ORD-106943,KappaKargo BV,05-05-2023,23-05-2023,24-05-2023,55958.22,32971.31,543,10
ORD-106944,EpsilonEx Corp.,18-05-2024,25-05-2024,03-06-2024,15088.87,4237.35,663,30
ORD-106945,DeltaCargo Pvt.,28-08-2023,01-09-2023,14-09-2023,37112.62,14118.89,539,5
ORD-106946,KappaKargo BV,28-05-2023,10-06-2023,08-06-2023,19949.04,4426.84,239,4
ORD-106947,IotaImports SA,25-03-2023,04-04-2023,07-04-2023,18141.5,10585.12,833,50
ORD-106948,EtaDistrib.,15-02-2023,04-03-2023,03-03-2023,142717.41,32711.81,569,1
ORD-106949,ThetaTrade GmbH,29-08-2023,16-09-2023,15-09-2023,23791.54,13251.24,462,23
ORD-106950,EpsilonEx Corp.,25-01-2024,14-02-2024,28-02-2024,109140.1,26838.09,885,2
ORD-106951,EtaDistrib.,19-04-2023,29-04-2023,01-05-2023,178867.43,102573.82,464,4
ORD-106952,ZetaFreight LLC,02-06-2024,21-06-2024,22-06-2024,8708.02,2470.17,203,6
ORD-106953,BetaLogistics Ltd.,24-06-2024,29-06-2024,28-06-2024,161525.01,86582.29,986,76
ORD-106954,AlphaSupply Co.,15-04-2023,24-04-2023,08-05-2023,190510.05,76187.34,413,18
ORD-106955,AlphaSupply Co.,22-09-2024,29-09-2024,04-10-2024,136484.17,21416,900,22
ORD-106956,ThetaTrade GmbH,09-07-2022,28-07-2022,08-08-2022,121519.98,30113.94,541,18
ORD-106957,IotaImports SA,17-10-2024,30-10-2024,01-11-2024,184056.01,88428.57,280,13
ORD-106958,ZetaFreight LLC,19-11-2022,28-11-2022,06-12-2022,134784.49,58465.31,408,20
ORD-106959,ZetaFreight LLC,10-09-2023,15-09-2023,28-09-2023,129774.34,36083.62,915,20
ORD-106960,KappaKargo BV,07-11-2022,24-11-2022,03-12-2022,201445.01,39820.18,948,15
ORD-106961,KappaKargo BV,30-04-2023,14-05-2023,20-05-2023,210200.92,108130.79,181,7
ORD-106962,ThetaTrade GmbH,08-01-2023,26-01-2023,27-01-2023,95262.47,39171.17,988,51
ORD-106963,ZetaFreight LLC,12-02-2024,22-02-2024,23-02-2024,106792.38,47093.56,861,56
ORD-106964,EpsilonEx Corp.,30-03-2022,04-04-2022,12-04-2022,201186.26,68309.46,665,32
ORD-106965,ZetaFreight LLC,06-07-2024,15-07-2024,20-07-2024,138492.68,38109.09,224,12
ORD-106966,ThetaTrade GmbH,16-09-2024,30-09-2024,28-09-2024,173269.29,50442.98,607,24
ORD-106967,KappaKargo BV,09-09-2023,16-09-2023,17-09-2023,23417.88,2706.07,454,21
ORD-106968,EtaDistrib.,23-08-2023,27-08-2023,01-09-2023,28365.34,16221.61,168,9
ORD-106969,ThetaTrade GmbH,06-02-2024,23-02-2024,24-02-2024,135291.35,38324.4,985,19
ORD-106970,AlphaSupply Co.,06-08-2022,18-08-2022,25-08-2022,205710.75,70247.04,623,47
ORD-106971,DeltaCargo Pvt.,31-03-2024,10-04-2024,13-04-2024,82552.81,22997.4,142,4
ORD-106972,GammaGoods Inc.,28-08-2022,09-09-2022,11-09-2022,240354.9,66720.84,374,18
ORD-106973,IotaImports SA,11-01-2024,27-01-2024,26-01-2024,191279.7,84700.03,848,38
ORD-106974,GammaGoods Inc.,01-12-2022,04-12-2022,10-12-2022,196519.36,85520.91,470,32
ORD-106975,GammaGoods Inc.,28-03-2024,07-04-2024,08-04-2024,209338.32,105739.4,520,5
ORD-106976,EtaDistrib.,16-05-2024,23-05-2024,31-05-2024,67349.61,9152.53,185,13
ORD-106977,ZetaFreight LLC,17-08-2022,21-08-2022,03-09-2022,85929.77,46146.81,155,2
ORD-106978,EpsilonEx Corp.,08-11-2023,11-11-2023,24-11-2023,34015.79,19672.73,980,11
ORD-106979,GammaGoods Inc.,30-06-2023,10-07-2023,19-07-2023,98187.18,58377.49,955,66
ORD-106980,IotaImports SA,18-11-2022,30-11-2022,11-12-2022,13778.88,2265.19,140,3
ORD-106981,KappaKargo BV,07-10-2023,19-10-2023,01-11-2023,189114.44,64932.19,572,28
ORD-106982,AlphaSupply Co.,22-12-2024,08-01-2025,17-01-2025,201626.49,114830.61,697,26
ORD-106983,KappaKargo BV,03-01-2022,14-01-2022,16-01-2022,57337.51,27491.52,887,66
ORD-106984,IotaImports SA,13-11-2024,26-11-2024,02-12-2024,125025.26,16265.86,582,36
ORD-106985,IotaImports SA,26-07-2024,12-08-2024,24-08-2024,169638.23,90782.27,876,23
ORD-106986,EpsilonEx Corp.,03-08-2023,17-08-2023,26-08-2023,186922.43,97063.73,164,11
ORD-106987,EpsilonEx Corp.,30-10-2023,18-11-2023,22-11-2023,242512.39,118851.45,63,1
ORD-106988,EtaDistrib.,09-02-2023,15-02-2023,15-02-2023,54160.06,16568.57,492,24
ORD-106989,ThetaTrade GmbH,22-05-2022,08-06-2022,08-06-2022,65447.36,27235.74,301,18
ORD-106990,KappaKargo BV,18-09-2023,03-10-2023,07-10-2023,214200.39,98095.53,768,43
ORD-106991,GammaGoods Inc.,12-06-2024,25-06-2024,06-07-2024,28817.24,8596.9,370,19
ORD-106992,KappaKargo BV,11-09-2022,14-09-2022,21-09-2022,197541.15,97190.27,437,29
ORD-106993,DeltaCargo Pvt.,25-02-2024,08-03-2024,07-03-2024,37668.48,8914.01,558,25
ORD-106994,EtaDistrib.,30-03-2024,17-04-2024,30-04-2024,118795.32,22786.97,964,72
ORD-106995,IotaImports SA,10-04-2024,24-04-2024,28-04-2024,150099.57,79470.17,118,1
ORD-106996,EtaDistrib.,08-01-2023,11-01-2023,15-01-2023,193130.01,52079.55,575,16
ORD-106997,AlphaSupply Co.,06-03-2023,14-03-2023,25-03-2023,33059.77,4244.41,419,26
ORD-106998,IotaImports SA,01-04-2023,14-04-2023,18-04-2023,206894.23,106829.56,84,2
ORD-106999,AlphaSupply Co.,24-07-2024,10-08-2024,18-08-2024,213386.6,106588.27,824,29
ORD-107000,ZetaFreight LLC,12-09-2024,23-09-2024,06-10-2024,199407.37,99942.02,919,57
ORD-107001,EtaDistrib.,30-03-2023,17-04-2023,23-04-2023,234641.26,63456.81,214,9
ORD-107002,GammaGoods Inc.,28-11-2024,15-12-2024,23-12-2024,218695.16,87833.34,772,12
ORD-107003,ThetaTrade GmbH,17-09-2023,24-09-2023,28-09-2023,193154.79,20659.4,716,10
ORD-107004,ZetaFreight LLC,26-02-2023,04-03-2023,17-03-2023,146937.28,14861.63,720,17
ORD-107005,DeltaCargo Pvt.,01-01-2022,20-01-2022,19-01-2022,203113.02,46641.49,487,12
ORD-107006,BetaLogistics Ltd.,01-11-2023,14-11-2023,16-11-2023,243956.55,88471.79,354,4
ORD-107007,EtaDistrib.,08-12-2023,26-12-2023,09-01-2024,161143.22,64482.7,117,8
ORD-107008,BetaLogistics Ltd.,26-11-2024,15-12-2024,21-12-2024,64438.26,10741.87,83,2
ORD-107009,KappaKargo BV,26-02-2024,07-03-2024,07-03-2024,65722.24,35084.6,218,14
ORD-107010,BetaLogistics Ltd.,02-02-2022,05-02-2022,10-02-2022,200016.87,115965,551,43
ORD-107011,AlphaSupply Co.,13-09-2023,02-10-2023,04-10-2023,247415.24,39488.98,184,5
ORD-107012,GammaGoods Inc.,24-03-2024,06-04-2024,12-04-2024,56526.4,28937.5,702,54
ORD-107013,IotaImports SA,28-06-2023,03-07-2023,05-07-2023,242670.75,98795.86,639,10
ORD-107014,IotaImports SA,16-04-2023,28-04-2023,02-05-2023,70730.84,24840.61,377,20
ORD-107015,ZetaFreight LLC,05-06-2024,08-06-2024,21-06-2024,106136.72,36567.47,133,11
ORD-107016,ThetaTrade GmbH,01-11-2023,09-11-2023,08-11-2023,227497.55,108042.59,542,35
ORD-107017,EpsilonEx Corp.,17-01-2024,26-01-2024,05-02-2024,240644.54,49201.6,832,15
ORD-107018,KappaKargo BV,24-05-2023,04-06-2023,03-06-2023,143903.83,58206.14,424,9
ORD-107019,AlphaSupply Co.,01-11-2022,14-11-2022,19-11-2022,237772.17,54848.52,817,17
ORD-107020,EtaDistrib.,23-07-2023,10-08-2023,19-08-2023,211392.67,30140.57,322,24
ORD-107021,DeltaCargo Pvt.,16-11-2024,25-11-2024,09-12-2024,217266.91,81787.93,126,2
ORD-107022,DeltaCargo Pvt.,22-10-2023,07-11-2023,09-11-2023,217720.84,51012.84,668,27
ORD-107023,ThetaTrade GmbH,14-02-2024,04-03-2024,02-03-2024,99630.96,46958.75,894,25
ORD-107024,ThetaTrade GmbH,16-05-2022,01-06-2022,11-06-2022,12513.19,5320.69,890,26
ORD-107025,ZetaFreight LLC,17-12-2024,24-12-2024,06-01-2025,45339.81,9619.35,962,31
ORD-107026,IotaImports SA,25-09-2022,10-10-2022,17-10-2022,23244.75,12337.88,152,4
ORD-107027,BetaLogistics Ltd.,29-11-2024,07-12-2024,06-12-2024,64387.56,17609.95,91,4
ORD-107028,AlphaSupply Co.,04-05-2023,15-05-2023,21-05-2023,18547.01,8430.11,591,20
ORD-107029,GammaGoods Inc.,03-10-2024,17-10-2024,21-10-2024,72850.48,17022.37,953,34
ORD-107030,AlphaSupply Co.,03-09-2024,11-09-2024,16-09-2024,149295.22,29605.22,999,40
ORD-107031,IotaImports SA,07-04-2024,10-04-2024,08-04-2024,39559.67,20972.02,315,9
ORD-107032,ZetaFreight LLC,30-09-2024,18-10-2024,21-10-2024,82356.99,46064.95,406,25
ORD-107033,EpsilonEx Corp.,30-10-2023,15-11-2023,29-11-2023,59913.32,16537.6,682,27
ORD-107034,EpsilonEx Corp.,18-07-2024,23-07-2024,21-07-2024,28300.04,7286.84,918,37
ORD-107035,AlphaSupply Co.,08-07-2022,17-07-2022,30-07-2022,170644.15,77008.76,216,4
ORD-107036,EtaDistrib.,18-03-2022,25-03-2022,31-03-2022,223791.45,47820.22,977,2
ORD-107037,KappaKargo BV,18-08-2023,07-09-2023,14-09-2023,180418.27,96001.11,827,54
ORD-107038,BetaLogistics Ltd.,05-06-2024,24-06-2024,07-07-2024,172632.5,17998.22,114,8
ORD-107039,GammaGoods Inc.,18-04-2024,03-05-2024,04-05-2024,245839.47,42053.72,850,16
ORD-107040,ThetaTrade GmbH,02-08-2023,12-08-2023,26-08-2023,184162.4,29530.69,660,19
ORD-107041,ThetaTrade GmbH,25-07-2023,28-07-2023,30-07-2023,16540.14,4282.44,980,28
ORD-107042,GammaGoods Inc.,30-10-2023,06-11-2023,09-11-2023,58470.38,31168.84,249,14
ORD-107043,AlphaSupply Co.,08-08-2024,12-08-2024,17-08-2024,161178.22,67695.62,993,15
ORD-107044,ThetaTrade GmbH,10-07-2024,27-07-2024,04-08-2024,161565.86,24838.54,95,7
ORD-107045,GammaGoods Inc.,01-05-2022,05-05-2022,08-05-2022,208986.61,29144.99,122,1
ORD-107046,IotaImports SA,15-10-2023,30-10-2023,10-11-2023,43914.53,10724.64,475,37
ORD-107047,DeltaCargo Pvt.,22-02-2023,14-03-2023,12-03-2023,245398.12,100592.67,675,4
ORD-107048,KappaKargo BV,25-05-2024,02-06-2024,11-06-2024,131491.29,52186.16,208,5
ORD-107049,IotaImports SA,09-07-2023,24-07-2023,02-08-2023,230501.05,36214.35,309,6
ORD-107050,AlphaSupply Co.,21-12-2024,08-01-2025,15-01-2025,134689.04,64704.55,420,9
ORD-107051,ThetaTrade GmbH,19-04-2023,29-04-2023,07-05-2023,50794.13,21137.09,169,13
ORD-107052,ThetaTrade GmbH,14-01-2024,25-01-2024,04-02-2024,90999.61,53828.83,217,8
ORD-107053,DeltaCargo Pvt.,29-04-2022,05-05-2022,18-05-2022,59185.75,22271.46,191,2
ORD-107054,KappaKargo BV,17-10-2024,27-10-2024,28-10-2024,69735.25,18386.53,957,75
ORD-107055,ThetaTrade GmbH,18-06-2022,06-07-2022,12-07-2022,223137.67,35629.67,940,18
ORD-107056,GammaGoods Inc.,19-02-2023,05-03-2023,12-03-2023,97461.68,54534.71,647,4
ORD-107057,IotaImports SA,06-07-2024,12-07-2024,15-07-2024,49754.38,5912.55,700,1
ORD-107058,ThetaTrade GmbH,25-11-2024,07-12-2024,21-12-2024,94312.87,25876.06,180,7
ORD-107059,ZetaFreight LLC,15-06-2023,30-06-2023,06-07-2023,156228.12,57080.98,97,7
ORD-107060,IotaImports SA,15-06-2023,19-06-2023,27-06-2023,54217.1,20867.93,408,1
ORD-107061,ZetaFreight LLC,23-02-2022,11-03-2022,12-03-2022,17490.36,6841.56,986,57
ORD-107062,GammaGoods Inc.,07-12-2024,13-12-2024,18-12-2024,218669.41,100273.08,504,11
ORD-107063,ZetaFreight LLC,19-01-2022,27-01-2022,04-02-2022,63608.98,10442.11,818,14
ORD-107064,EpsilonEx Corp.,29-01-2022,08-02-2022,13-02-2022,234408.9,107751.48,401,23
ORD-107065,BetaLogistics Ltd.,03-06-2023,15-06-2023,26-06-2023,16550.29,9015.91,344,21
ORD-107066,ZetaFreight LLC,04-01-2022,23-01-2022,23-01-2022,164455.36,18949.11,822,37
ORD-107067,IotaImports SA,29-06-2022,06-07-2022,06-07-2022,167984.42,19806,497,8
ORD-107068,IotaImports SA,19-11-2023,26-11-2023,29-11-2023,43226.91,25749.84,746,0
ORD-107069,ThetaTrade GmbH,12-02-2024,21-02-2024,24-02-2024,167981.85,42998.53,740,44
ORD-107070,EpsilonEx Corp.,23-11-2022,11-12-2022,22-12-2022,99971.21,32743.72,741,36
ORD-107071,IotaImports SA,20-05-2024,09-06-2024,21-06-2024,98533.4,25129.1,692,23
ORD-107072,KappaKargo BV,28-10-2023,08-11-2023,14-11-2023,219982.48,83206.9,819,14
ORD-107073,IotaImports SA,07-09-2022,22-09-2022,28-09-2022,238341.57,108621.97,490,30
ORD-107074,ThetaTrade GmbH,20-02-2024,10-03-2024,13-03-2024,46677.91,22404.23,338,2
ORD-107075,ThetaTrade GmbH,11-10-2023,29-10-2023,05-11-2023,172604.25,47931.23,537,28
ORD-107076,EpsilonEx Corp.,08-06-2024,23-06-2024,03-07-2024,42903.99,9880.29,358,20
ORD-107077,ThetaTrade GmbH,19-06-2022,01-07-2022,11-07-2022,13575.13,5067.81,91,2
ORD-107078,DeltaCargo Pvt.,10-09-2022,30-09-2022,14-10-2022,41635.06,12162.75,394,15
ORD-107079,KappaKargo BV,29-11-2022,06-12-2022,13-12-2022,160490.68,65970.62,526,22
ORD-107080,IotaImports SA,09-01-2023,18-01-2023,21-01-2023,182977.16,74247.92,544,26
ORD-107081,EtaDistrib.,31-08-2024,15-09-2024,14-09-2024,129223.98,70714.79,373,27
ORD-107082,ThetaTrade GmbH,13-03-2024,16-03-2024,25-03-2024,238158.08,24275.04,739,32
ORD-107083,IotaImports SA,19-08-2023,31-08-2023,11-09-2023,192222.35,29010.98,321,2
ORD-107084,ZetaFreight LLC,15-08-2023,02-09-2023,09-09-2023,44596.46,22002.75,665,18
ORD-107085,IotaImports SA,28-08-2024,03-09-2024,16-09-2024,55944.71,21918.02,306,15
ORD-107086,ThetaTrade GmbH,05-05-2023,22-05-2023,25-05-2023,151040.08,19824.47,988,26
ORD-107087,GammaGoods Inc.,04-09-2022,14-09-2022,12-09-2022,86658.65,49506.23,667,41
ORD-107088,BetaLogistics Ltd.,30-05-2022,17-06-2022,25-06-2022,5218.81,2219.05,579,9
ORD-107089,ZetaFreight LLC,28-12-2022,11-01-2023,11-01-2023,10952.1,3756.55,458,5
ORD-107090,AlphaSupply Co.,17-12-2023,22-12-2023,21-12-2023,104984.25,51420.55,768,14
ORD-107091,ThetaTrade GmbH,31-05-2023,16-06-2023,25-06-2023,133285.76,53048.74,454,32
ORD-107092,EtaDistrib.,07-04-2023,11-04-2023,16-04-2023,165063.09,47315.08,813,44
ORD-107093,BetaLogistics Ltd.,10-06-2023,17-06-2023,25-06-2023,191969.26,47669.33,201,8
ORD-107094,DeltaCargo Pvt.,03-12-2024,21-12-2024,31-12-2024,242345.92,79178.03,830,20
ORD-107095,ZetaFreight LLC,28-12-2024,15-01-2025,19-01-2025,210522,71077.1,964,71
ORD-107096,ThetaTrade GmbH,26-06-2022,29-06-2022,07-07-2022,92205.39,42047.13,280,20
ORD-107097,AlphaSupply Co.,06-05-2022,15-05-2022,22-05-2022,135999.99,45764.19,262,8
ORD-107098,ZetaFreight LLC,25-09-2022,29-09-2022,06-10-2022,57900.4,6321.05,958,58
ORD-107099,GammaGoods Inc.,21-07-2024,28-07-2024,06-08-2024,242344.52,107195.16,436,32
ORD-107100,DeltaCargo Pvt.,19-05-2023,08-06-2023,12-06-2023,136183.52,18358.09,711,18
ORD-107101,EpsilonEx Corp.,03-08-2024,09-08-2024,15-08-2024,66169.21,34617.44,230,6
ORD-107102,BetaLogistics Ltd.,10-12-2023,24-12-2023,01-01-2024,182390.72,82830.56,456,20
ORD-107103,DeltaCargo Pvt.,29-08-2023,15-09-2023,15-09-2023,124533.13,49678.77,718,23
ORD-107104,EpsilonEx Corp.,05-11-2022,23-11-2022,24-11-2022,249197.64,81507.45,900,55
ORD-107105,ThetaTrade GmbH,12-01-2023,21-01-2023,20-01-2023,23304.09,4335.85,464,20
ORD-107106,GammaGoods Inc.,11-06-2022,26-06-2022,27-06-2022,87190.68,37273.84,121,2
ORD-107107,EtaDistrib.,23-07-2023,03-08-2023,08-08-2023,235753.71,36482.19,443,13
ORD-107108,DeltaCargo Pvt.,04-11-2022,08-11-2022,21-11-2022,117993.98,47465.78,661,35
ORD-107109,GammaGoods Inc.,17-11-2022,24-11-2022,07-12-2022,81389.66,15599.89,882,4
ORD-107110,BetaLogistics Ltd.,13-02-2022,01-03-2022,11-03-2022,153193.69,61037.77,843,23
ORD-107111,AlphaSupply Co.,25-05-2024,09-06-2024,16-06-2024,167800.92,29462.43,772,1
ORD-107112,DeltaCargo Pvt.,25-10-2024,06-11-2024,07-11-2024,27737.83,4084.15,207,14
ORD-107113,GammaGoods Inc.,30-06-2023,17-07-2023,21-07-2023,68549.9,22994.06,544,5
ORD-107114,ThetaTrade GmbH,10-08-2023,25-08-2023,05-09-2023,80698.95,36708.09,597,4
ORD-107115,ZetaFreight LLC,10-10-2024,19-10-2024,01-11-2024,65223.58,14298.77,495,31
ORD-107116,AlphaSupply Co.,15-07-2023,23-07-2023,06-08-2023,98805.02,34468.42,927,7
ORD-107117,ThetaTrade GmbH,13-11-2023,03-12-2023,07-12-2023,87003.58,43453.11,962,53
ORD-107118,DeltaCargo Pvt.,14-04-2023,04-05-2023,10-05-2023,184198.3,69022.42,249,8
ORD-107119,EtaDistrib.,18-07-2023,21-07-2023,27-07-2023,151738.95,60477.79,959,63
ORD-107120,BetaLogistics Ltd.,26-07-2023,12-08-2023,10-08-2023,110152.61,23140.82,855,13
ORD-107121,AlphaSupply Co.,18-02-2024,23-02-2024,22-02-2024,54000.99,8761.64,720,5
ORD-107122,BetaLogistics Ltd.,24-10-2023,11-11-2023,09-11-2023,108056.66,18858.18,412,8
ORD-107123,EpsilonEx Corp.,06-07-2023,19-07-2023,29-07-2023,49218.59,28861.88,772,58
ORD-107124,IotaImports SA,25-03-2022,09-04-2022,10-04-2022,238275.74,34147.09,607,40
ORD-107125,KappaKargo BV,17-09-2024,02-10-2024,11-10-2024,47574.54,8361.39,905,21
ORD-107126,IotaImports SA,30-08-2024,12-09-2024,16-09-2024,215375.95,43688.37,726,12
ORD-107127,KappaKargo BV,21-07-2022,28-07-2022,08-08-2022,155817.29,76969.5,967,12
ORD-107128,ThetaTrade GmbH,18-11-2022,05-12-2022,04-12-2022,203650.37,60886.73,448,8
ORD-107129,ThetaTrade GmbH,01-12-2024,13-12-2024,16-12-2024,222697.54,110335.08,128,2
ORD-107130,EpsilonEx Corp.,18-12-2022,30-12-2022,31-12-2022,201976.31,62504.38,517,37
ORD-107131,GammaGoods Inc.,08-06-2024,16-06-2024,21-06-2024,149377.25,74295.36,998,2
ORD-107132,EtaDistrib.,10-05-2024,13-05-2024,20-05-2024,70413.5,38568.02,672,47
ORD-107133,AlphaSupply Co.,31-07-2024,12-08-2024,12-08-2024,166701.44,53952.56,718,2
ORD-107134,BetaLogistics Ltd.,18-01-2022,27-01-2022,05-02-2022,6186.67,3669.83,644,43
ORD-107135,EpsilonEx Corp.,13-06-2023,27-06-2023,11-07-2023,97479.24,55217.66,613,21
ORD-107136,EtaDistrib.,12-09-2023,21-09-2023,19-09-2023,215201.1,23172.66,108,1
ORD-107137,DeltaCargo Pvt.,05-07-2024,25-07-2024,24-07-2024,147231.37,56252.82,442,28
ORD-107138,ThetaTrade GmbH,03-09-2022,18-09-2022,02-10-2022,68852.81,29507.64,132,3
ORD-107139,EtaDistrib.,02-12-2022,13-12-2022,22-12-2022,223584.3,116617.58,369,26
ORD-107140,GammaGoods Inc.,16-07-2022,31-07-2022,13-08-2022,8740.92,3816.98,734,44
ORD-107141,AlphaSupply Co.,14-04-2024,28-04-2024,07-05-2024,221316.64,98292.37,814,64
ORD-107142,GammaGoods Inc.,29-12-2024,12-01-2025,22-01-2025,191066.29,46777.35,262,17
ORD-107143,KappaKargo BV,03-06-2022,16-06-2022,16-06-2022,40862.18,20850.79,672,13
ORD-107144,GammaGoods Inc.,13-09-2022,02-10-2022,08-10-2022,20411.56,2687.07,265,9
ORD-107145,ThetaTrade GmbH,03-12-2022,11-12-2022,15-12-2022,238052.67,102052.63,240,13
ORD-107146,EtaDistrib.,31-08-2024,10-09-2024,22-09-2024,21423.13,4306.31,962,24
ORD-107147,KappaKargo BV,04-05-2023,11-05-2023,09-05-2023,243571.6,117593.44,630,28
ORD-107148,KappaKargo BV,05-11-2022,18-11-2022,16-11-2022,108054.11,53499.82,237,5
ORD-107149,IotaImports SA,19-12-2022,08-01-2023,15-01-2023,91608.56,17166.76,184,10
ORD-107150,DeltaCargo Pvt.,17-10-2023,30-10-2023,13-11-2023,164260.78,81600.89,97,3
ORD-107151,EpsilonEx Corp.,28-02-2023,06-03-2023,20-03-2023,126531.45,65637.91,522,2
ORD-107152,EpsilonEx Corp.,03-06-2022,22-06-2022,30-06-2022,100561.71,12722.65,146,11
ORD-107153,EtaDistrib.,17-06-2024,04-07-2024,09-07-2024,161839.63,50980.03,604,41
ORD-107154,BetaLogistics Ltd.,08-04-2023,18-04-2023,20-04-2023,90766.3,17821.75,462,11
ORD-107155,IotaImports SA,09-10-2022,14-10-2022,28-10-2022,13416.66,2189.64,654,7
ORD-107156,EtaDistrib.,08-03-2024,18-03-2024,19-03-2024,207036.65,103886.34,247,15
ORD-107157,GammaGoods Inc.,27-03-2024,13-04-2024,13-04-2024,131086.64,32324.57,188,3
ORD-107158,AlphaSupply Co.,19-06-2022,02-07-2022,08-07-2022,173237.7,73106,145,7
ORD-107159,AlphaSupply Co.,22-03-2022,28-03-2022,01-04-2022,145917.6,14860.35,140,9
ORD-107160,DeltaCargo Pvt.,19-02-2022,24-02-2022,02-03-2022,155477.12,21724.36,118,3
ORD-107161,DeltaCargo Pvt.,18-04-2024,08-05-2024,21-05-2024,58640.23,23756.36,296,7
ORD-107162,BetaLogistics Ltd.,17-11-2023,28-11-2023,30-11-2023,233991.85,66719.57,811,4
ORD-107163,EpsilonEx Corp.,17-05-2024,01-06-2024,13-06-2024,114692.07,61916.81,627,16
ORD-107164,AlphaSupply Co.,17-11-2023,26-11-2023,27-11-2023,230423.71,32517.32,288,14
ORD-107165,EtaDistrib.,16-03-2023,20-03-2023,23-03-2023,202694.92,83485.75,936,12
ORD-107166,EpsilonEx Corp.,08-10-2023,18-10-2023,16-10-2023,181420.05,81900.45,773,59
ORD-107167,GammaGoods Inc.,02-03-2024,17-03-2024,26-03-2024,117728.88,47751.99,790,46
ORD-107168,EpsilonEx Corp.,13-03-2023,22-03-2023,03-04-2023,10547.69,4644.72,904,15
ORD-107169,EpsilonEx Corp.,29-09-2024,12-10-2024,25-10-2024,82226.98,18473.54,759,32
ORD-107170,IotaImports SA,12-09-2024,22-09-2024,22-09-2024,167890.11,81189.68,959,30
ORD-107171,EtaDistrib.,26-05-2024,04-06-2024,15-06-2024,86010.07,32454.11,364,11
ORD-107172,GammaGoods Inc.,22-12-2024,29-12-2024,29-12-2024,29286.21,14468.02,864,39
ORD-107173,IotaImports SA,04-03-2023,11-03-2023,19-03-2023,131850.91,21212.49,156,1
ORD-107174,DeltaCargo Pvt.,05-05-2022,12-05-2022,21-05-2022,42847.49,7006.19,335,6
ORD-107175,GammaGoods Inc.,15-06-2023,30-06-2023,30-06-2023,80024.03,23827.95,898,11
ORD-107176,ThetaTrade GmbH,27-03-2024,05-04-2024,04-04-2024,127968.69,37741.98,176,2
ORD-107177,ThetaTrade GmbH,03-05-2024,19-05-2024,18-05-2024,33488.56,5499.95,526,28
ORD-107178,AlphaSupply Co.,02-03-2023,10-03-2023,20-03-2023,32569.49,4579.34,373,30
ORD-107179,KappaKargo BV,17-11-2022,25-11-2022,03-12-2022,56471.76,7927.94,145,8
ORD-107180,EtaDistrib.,03-05-2023,22-05-2023,22-05-2023,149992.39,18927.45,274,22
ORD-107181,EpsilonEx Corp.,30-05-2024,17-06-2024,23-06-2024,233633.48,27235.38,558,26
ORD-107182,ThetaTrade GmbH,08-03-2022,18-03-2022,29-03-2022,63563.98,32028.54,649,15
ORD-107183,ZetaFreight LLC,26-12-2022,02-01-2023,04-01-2023,181356.81,102918.5,692,48
ORD-107184,KappaKargo BV,09-09-2022,24-09-2022,02-10-2022,51397.73,16079.14,175,1
ORD-107185,AlphaSupply Co.,01-06-2024,05-06-2024,07-06-2024,160701.17,31074.82,354,3
ORD-107186,ZetaFreight LLC,30-05-2023,10-06-2023,12-06-2023,38741.25,10234.83,149,11
ORD-107187,ThetaTrade GmbH,06-04-2022,19-04-2022,23-04-2022,212118.37,108022.99,58,3
ORD-107188,AlphaSupply Co.,14-10-2022,29-10-2022,01-11-2022,186914.7,105536.85,421,31
